Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use
50.0,2,5,3,1,6.9,15.0,295.9,173.0,2.4,8166.0,4.1,4.8,525.0,Work
26.0,0,6,2,1,2.4,19.5,284.8,134.0,4.8,9287.0,5.6,3.7,1629.0,Gaming
31.0,1,3,2,0,10.4,21.4,60.6,119.0,1.3,248.0,7.4,4.9,1984.0,Education
27.0,2,3,9,1,4.3,20.1,231.5,29.0,5.3,6540.0,6.3,4.2,1416.0,Entertainment
54.0,1,6,6,1,3.2,18.5,75.8,138.0,4.1,6117.0,0.9,3.1,796.0,Work
43.0,0,0,0,1,10.1,18.9,52.2,32.0,3.0,1586.0,3.2,4.9,1716.0,Work
24.0,0,4,7,0,10.3,47.9,271.2,175.0,4.8,7790.0,6.5,1.1,367.0,Education
60.0,0,2,9,0,3.1,4.4,259.8,73.0,0.9,5023.0,2.4,1.1,1188.0,Gaming
38.0,2,5,1,0,7.3,44.3,58.6,58.0,4.1,4357.0,7.9,2.8,1814.0,Social Media
24.0,1,1,8,1,8.4,34.0,295.8,58.0,4.7,9786.0,3.8,3.6,1549.0,Gaming
34.0,1,3,6,0,3.7,12.8,62.7,111.0,3.5,1381.0,8.0,1.8,1500.0,Education
28.0,2,0,7,1,8.5,25.1,150.0,142.0,0.9,7911.0,6.0,2.8,1083.0,Work
23.0,2,4,3,0,4.1,14.0,246.6,26.0,1.1,7727.0,4.8,1.1,555.0,Social Media
16.0,1,3,0,0,9.1,9.9,133.5,89.0,2.0,9075.0,4.2,2.0,663.0,Social Media
19.0,2,6,0,1,4.8,29.6,50.4,85.0,2.7,3899.0,7.0,0.2,783.0,Work
57.0,1,7,8,0,1.6,18.7,220.0,77.0,4.4,1291.0,2.0,2.7,1280.0,Social Media
17.0,1,7,8,0,2.5,38.1,270.7,119.0,1.8,5179.0,6.4,1.3,408.0,Education
15.0,2,8,1,1,10.9,13.5,97.5,132.0,2.5,5377.0,4.6,3.7,1300.0,Social Media
17.0,2,1,2,1,8.7,20.9,21.0,34.0,2.1,1836.0,2.0,3.0,867.0,Social Media
38.0,2,1,3,1,8.6,7.5,69.0,17.0,4.4,4190.0,2.9,4.6,1540.0,Work
39.0,2,0,9,0,9.7,13.3,87.6,93.0,1.7,4550.0,3.0,3.9,1461.0,Entertainment
55.0,2,5,3,0,1.6,37.6,227.7,126.0,1.8,6117.0,7.4,1.9,1819.0,Entertainment
19.0,0,0,1,1,7.3,46.6,208.3,109.0,3.8,1010.0,5.3,2.5,921.0,Gaming
42.0,0,1,4,1,4.2,40.9,158.8,88.0,5.2,6211.0,3.9,2.4,589.0,Education
19.0,0,6,7,0,3.7,32.7,194.3,87.0,3.4,1306.0,6.3,2.6,1596.0,Gaming
30.0,2,9,9,0,1.3,30.2,93.6,86.0,4.9,9830.0,6.7,0.3,617.0,Social Media
52.0,0,4,9,0,3.0,39.5,65.0,126.0,5.8,7988.0,7.5,3.8,1912.0,Gaming
34.0,2,2,5,1,8.7,28.5,108.0,39.0,5.3,2493.0,1.0,3.4,702.0,Work
25.0,1,4,5,1,2.8,31.8,98.3,72.0,3.9,3966.0,0.6,1.3,645.0,Gaming
23.0,0,6,3,0,10.0,17.4,61.9,199.0,4.3,1817.0,5.6,2.3,570.0,Social Media
45.0,1,7,0,1,10.2,12.4,268.8,71.0,0.9,1432.0,4.2,4.6,268.0,Gaming
39.0,2,4,2,0,10.6,26.3,40.7,20.0,0.9,2643.0,4.2,0.9,1591.0,Work
46.0,1,5,7,1,5.7,1.1,127.2,31.0,4.3,8198.0,5.1,1.3,1310.0,Education
54.0,2,8,5,1,5.2,17.9,288.3,164.0,4.5,4274.0,5.8,0.9,999.0,Work
45.0,2,1,7,1,2.2,13.9,221.0,16.0,3.9,6975.0,4.8,2.5,1767.0,Education
35.0,1,0,4,0,1.3,34.1,155.0,128.0,5.8,735.0,0.8,2.4,1683.0,Entertainment
30.0,0,9,9,0,7.4,26.6,15.7,82.0,4.1,9911.0,3.2,3.8,1026.0,Gaming
38.0,1,3,8,1,9.3,11.4,51.1,125.0,2.8,2430.0,0.9,4.5,637.0,Education
52.0,0,3,7,1,8.2,14.1,128.6,53.0,4.1,7626.0,3.1,4.0,1477.0,Gaming
37.0,0,4,9,0,5.7,42.7,287.5,114.0,0.6,1074.0,6.8,1.0,273.0,Gaming
20.0,2,4,2,0,5.2,10.2,287.1,169.0,6.0,479.0,6.1,4.2,1184.0,Education
47.0,2,1,4,0,5.5,42.2,97.5,147.0,1.0,6769.0,7.5,2.7,1703.0,Education
34.0,1,6,1,0,3.7,11.1,122.3,99.0,5.8,1387.0,5.6,3.5,1431.0,Entertainment
38.0,2,2,0,0,10.8,16.6,54.1,53.0,4.1,4632.0,5.2,1.7,1522.0,Gaming
41.0,1,0,0,1,11.9,39.3,32.5,52.0,5.0,4009.0,7.0,1.8,1491.0,Education
39.0,0,5,8,0,3.4,18.7,141.4,165.0,2.9,623.0,7.6,3.3,1426.0,Education
53.0,1,6,3,1,11.1,31.4,160.3,10.0,0.8,1086.0,6.7,2.2,1074.0,Education
50.0,0,0,7,1,7.0,37.5,250.4,49.0,4.2,7733.0,7.8,1.5,1621.0,Social Media
16.0,1,1,5,1,2.1,7.4,279.6,188.0,0.7,1474.0,3.9,0.2,1344.0,Entertainment
25.0,2,1,4,0,5.7,4.6,279.5,88.0,3.0,9903.0,3.8,2.6,1330.0,Entertainment
41.0,2,1,6,1,4.7,12.3,132.9,169.0,3.3,5953.0,7.5,2.6,415.0,Education
46.0,0,4,0,0,2.1,22.3,210.7,154.0,3.7,8014.0,1.5,2.7,984.0,Work
29.0,1,1,4,1,3.0,46.4,244.8,59.0,1.9,6411.0,4.3,1.3,219.0,Education
49.0,0,7,6,1,1.9,22.2,127.2,12.0,4.6,7979.0,2.3,4.3,618.0,Gaming
50.0,0,3,7,1,10.9,15.0,238.0,56.0,1.7,605.0,4.3,4.4,1051.0,Social Media
25.0,1,1,3,0,6.2,22.1,91.1,110.0,1.4,6597.0,2.1,3.7,912.0,Social Media
36.0,0,8,7,1,6.9,18.3,255.5,63.0,4.8,7078.0,5.8,2.9,1016.0,Work
21.0,2,0,5,0,6.7,24.6,181.5,53.0,1.7,2344.0,3.5,3.0,712.0,Work
45.0,1,1,4,1,10.6,27.0,236.0,44.0,1.9,3040.0,1.2,2.5,1564.0,Education
60.0,1,5,2,1,2.5,37.8,162.4,103.0,1.9,4389.0,5.5,2.2,1217.0,Work
22.0,2,4,5,0,1.2,34.9,34.7,39.0,2.0,8410.0,2.3,4.2,1723.0,Entertainment
35.0,1,5,8,0,11.7,5.2,100.0,96.0,1.7,4499.0,3.8,3.0,1197.0,Entertainment
50.0,2,4,8,0,6.6,44.5,288.4,126.0,4.1,1187.0,6.5,0.0,437.0,Gaming
20.0,1,9,6,1,11.0,38.4,16.6,117.0,1.2,7812.0,1.6,4.7,975.0,Entertainment
41.0,2,2,2,1,11.3,46.3,169.2,61.0,5.1,6348.0,3.8,0.9,975.0,Entertainment
40.0,0,6,7,1,9.3,23.2,159.0,83.0,5.2,9889.0,1.3,2.2,931.0,Social Media
27.0,2,9,8,0,5.1,36.5,56.9,151.0,2.3,6454.0,4.2,4.4,358.0,Entertainment
52.0,1,6,9,0,5.1,16.6,10.2,109.0,1.7,9210.0,3.1,2.7,575.0,Gaming
30.0,1,9,7,1,2.9,22.9,160.6,79.0,2.0,2543.0,1.1,1.5,1970.0,Entertainment
49.0,0,1,2,1,9.2,7.3,167.0,175.0,1.3,3303.0,3.4,0.5,415.0,Work
59.0,1,0,1,0,3.8,23.4,223.8,82.0,0.7,1029.0,2.5,4.9,1270.0,Work
16.0,0,1,8,0,3.0,48.6,117.7,131.0,5.2,4244.0,2.3,2.6,727.0,Social Media
47.0,2,9,0,0,2.2,37.2,98.8,86.0,4.3,1185.0,2.3,3.3,512.0,Entertainment
39.0,2,7,0,1,1.9,20.2,279.8,24.0,4.5,6119.0,3.7,4.2,1185.0,Work
19.0,0,3,3,0,1.1,29.9,98.1,69.0,2.5,5432.0,7.6,2.7,792.0,Gaming
40.0,0,6,4,1,9.1,37.3,138.2,154.0,1.4,643.0,6.2,4.4,1581.0,Gaming
35.0,2,8,8,1,3.9,22.0,144.5,164.0,1.1,865.0,1.9,3.3,1716.0,Education
25.0,0,0,8,0,11.0,47.9,265.7,64.0,2.7,4924.0,3.2,2.0,1812.0,Entertainment
50.0,0,9,1,0,5.7,49.1,252.0,166.0,5.9,5660.0,2.3,4.6,1615.0,Gaming
25.0,2,9,8,1,4.8,32.1,216.9,146.0,2.0,6665.0,3.3,4.2,481.0,Education
45.0,0,9,5,0,1.6,24.8,74.7,138.0,3.3,2012.0,7.5,2.8,1546.0,Education
51.0,1,0,5,0,4.0,29.4,27.7,150.0,3.1,3873.0,2.6,4.3,1966.0,Entertainment
34.0,1,3,2,0,5.3,34.4,176.7,135.0,5.1,5017.0,5.4,4.6,625.0,Entertainment
59.0,0,2,5,1,11.5,46.7,233.0,23.0,3.0,7990.0,8.0,4.5,730.0,Social Media
58.0,1,4,6,0,11.4,11.1,78.9,77.0,3.9,7072.0,4.7,0.8,797.0,Work
35.0,1,1,5,1,10.1,10.0,248.8,136.0,3.6,7334.0,1.4,1.0,1638.0,Gaming
24.0,2,3,7,1,5.1,12.6,120.7,19.0,5.9,1546.0,1.4,4.8,704.0,Social Media
59.0,2,1,8,1,8.1,11.5,261.4,178.0,1.1,2371.0,8.0,0.4,769.0,Education
36.0,0,6,3,0,10.3,2.8,90.2,55.0,1.7,4561.0,2.9,0.6,111.0,Gaming
50.0,1,8,9,1,9.5,41.5,48.5,174.0,2.8,9353.0,2.4,3.9,655.0,Social Media
51.0,0,7,2,1,9.9,46.4,245.5,77.0,4.7,1239.0,2.3,2.5,1041.0,Work
31.0,2,1,6,0,4.2,34.3,228.0,170.0,2.7,9848.0,7.9,1.9,1375.0,Education
38.0,1,9,8,0,11.9,22.9,13.2,168.0,4.7,3302.0,5.9,2.3,113.0,Gaming
47.0,1,2,6,0,4.3,27.9,34.3,92.0,2.8,3132.0,5.4,3.4,665.0,Work
58.0,2,9,9,1,3.0,17.6,165.5,68.0,1.1,6788.0,1.8,2.2,868.0,Education
41.0,2,4,3,0,7.7,22.0,194.3,31.0,1.1,6911.0,5.3,0.7,207.0,Social Media
35.0,1,3,2,0,8.1,31.1,62.1,42.0,5.3,4995.0,5.3,0.3,221.0,Entertainment
34.0,1,0,2,1,6.4,27.2,193.5,83.0,2.4,571.0,2.5,2.6,426.0,Gaming
17.0,1,1,1,0,11.7,40.2,252.0,142.0,3.9,8459.0,6.5,2.1,417.0,Education
57.0,1,2,8,1,5.1,29.4,103.5,13.0,1.7,5617.0,1.5,2.4,360.0,Gaming
22.0,1,8,9,1,7.6,38.4,73.9,89.0,5.0,639.0,6.0,2.9,1976.0,Entertainment
54.0,1,9,0,1,6.4,41.0,114.8,20.0,5.5,5010.0,3.7,1.1,653.0,Social Media
46.0,2,9,3,0,11.5,33.3,53.7,179.0,5.2,3928.0,5.7,2.5,389.0,Entertainment
25.0,0,6,8,0,5.8,6.7,66.9,21.0,1.5,1121.0,4.9,0.8,1888.0,Work
31.0,2,5,0,0,9.6,15.1,218.8,19.0,3.2,578.0,1.2,2.2,1037.0,Work
47.0,1,9,4,1,2.7,44.9,279.4,108.0,3.6,7854.0,3.8,1.3,211.0,Social Media
53.0,0,4,3,0,11.7,34.3,210.6,63.0,3.4,7823.0,4.3,4.0,1375.0,Education
43.0,0,3,0,1,10.0,47.5,88.8,151.0,5.3,1875.0,1.8,3.8,181.0,Entertainment
49.0,0,1,9,1,5.5,15.1,285.1,116.0,3.2,3253.0,7.1,4.2,247.0,Social Media
31.0,0,6,8,1,8.6,42.5,290.1,182.0,1.7,4949.0,1.5,4.5,326.0,Gaming
59.0,2,5,3,1,5.3,7.0,292.6,121.0,4.6,3150.0,2.1,3.3,113.0,Social Media
59.0,2,1,4,1,9.7,45.2,70.1,48.0,5.9,5121.0,6.7,2.5,681.0,Gaming
27.0,1,8,8,1,9.3,12.3,111.6,110.0,5.9,9661.0,5.3,1.5,1634.0,Work
56.0,1,6,9,0,4.1,29.5,59.4,95.0,6.0,4047.0,6.6,0.6,898.0,Social Media
19.0,2,3,8,1,6.5,11.9,167.3,92.0,4.1,1710.0,2.7,2.2,295.0,Education
32.0,0,3,6,1,2.9,7.7,101.2,98.0,2.3,4794.0,7.4,4.4,1300.0,Social Media
49.0,0,4,4,0,7.2,3.6,200.6,43.0,4.6,1912.0,3.8,0.3,1150.0,Social Media
44.0,2,2,9,0,4.0,46.0,233.3,28.0,5.3,7252.0,6.3,3.1,1371.0,Entertainment
50.0,2,8,3,1,5.7,8.3,28.0,11.0,2.3,2500.0,6.2,4.8,322.0,Entertainment
56.0,0,3,2,1,1.2,1.9,27.8,103.0,2.1,889.0,3.9,0.4,1231.0,Work
25.0,2,5,1,0,3.1,19.9,222.7,198.0,2.9,2628.0,2.0,3.4,1860.0,Education
21.0,1,3,3,1,11.8,10.3,144.3,124.0,5.0,3120.0,0.8,2.5,1012.0,Education
32.0,0,6,5,0,9.0,7.1,70.1,140.0,4.7,2214.0,7.4,1.7,789.0,Education
39.0,1,4,3,1,8.3,36.4,245.8,77.0,2.8,9856.0,4.6,1.9,229.0,Social Media
48.0,0,8,4,1,8.5,20.9,184.1,78.0,2.1,8186.0,7.2,3.3,188.0,Gaming
28.0,2,4,8,0,10.0,2.7,104.9,66.0,0.6,4988.0,4.0,1.5,1802.0,Social Media
50.0,1,5,4,0,10.3,3.4,231.7,80.0,2.7,1729.0,4.6,1.0,1280.0,Entertainment
42.0,0,6,6,0,3.1,30.0,212.0,68.0,5.3,3228.0,5.9,0.0,539.0,Social Media
57.0,2,8,4,1,4.7,8.2,193.8,186.0,1.5,8126.0,2.8,0.1,764.0,Entertainment
23.0,1,3,9,1,10.7,36.7,252.5,84.0,1.2,1654.0,4.6,1.6,1798.0,Social Media
38.0,1,1,7,1,4.2,33.6,15.6,193.0,4.3,7485.0,0.6,0.6,678.0,Social Media
57.0,1,0,3,0,11.6,10.1,29.5,61.0,5.8,1623.0,6.1,1.6,1401.0,Entertainment
16.0,2,5,4,1,1.8,8.4,127.0,200.0,2.5,7755.0,3.6,2.2,1845.0,Gaming
35.0,2,6,3,0,2.2,4.6,216.6,27.0,4.4,6755.0,4.6,4.7,1298.0,Education
41.0,1,1,7,1,5.4,36.7,269.3,55.0,2.4,8944.0,6.7,1.5,1954.0,Gaming
42.0,1,6,8,1,7.4,42.1,203.1,39.0,2.6,947.0,1.7,2.8,208.0,Entertainment
55.0,1,2,3,1,1.7,46.6,14.2,77.0,4.4,5200.0,7.4,2.3,983.0,Work
26.0,2,8,8,0,4.3,22.4,82.4,18.0,5.8,2430.0,3.4,0.0,1075.0,Entertainment
49.0,0,1,4,1,3.9,11.0,151.1,57.0,2.9,8521.0,4.6,3.6,609.0,Gaming
26.0,2,3,5,0,9.0,16.1,290.8,181.0,1.9,9051.0,3.6,1.0,222.0,Education
36.0,2,2,7,1,10.8,5.3,52.5,125.0,3.8,9878.0,6.6,4.1,1476.0,Social Media
38.0,0,5,6,1,3.8,39.1,201.5,162.0,4.1,5268.0,1.0,1.7,1816.0,Social Media
48.0,2,3,7,1,9.2,36.9,105.4,172.0,3.3,5567.0,6.4,1.5,887.0,Social Media
17.0,2,9,7,0,3.4,47.4,76.0,24.0,1.6,4666.0,7.8,3.6,269.0,Gaming
20.0,1,1,2,1,9.2,35.7,130.7,60.0,2.0,7998.0,5.7,0.7,847.0,Entertainment
16.0,1,7,1,0,10.5,11.1,264.7,13.0,5.8,3720.0,3.5,4.8,241.0,Work
43.0,1,4,1,0,2.8,20.7,54.1,22.0,2.5,577.0,5.3,3.7,1416.0,Social Media
58.0,1,8,0,0,7.7,2.6,255.0,127.0,2.1,9817.0,2.4,3.9,1651.0,Entertainment
60.0,0,4,6,0,8.4,11.8,291.5,171.0,0.6,7149.0,5.5,1.8,1646.0,Work
39.0,1,9,1,1,4.3,31.7,145.2,101.0,3.3,9156.0,2.9,4.4,512.0,Gaming
56.0,2,7,7,1,8.2,24.9,73.5,97.0,1.5,2913.0,7.7,0.9,249.0,Education
35.0,2,6,8,0,8.7,36.8,77.4,130.0,3.8,8845.0,3.5,2.0,1647.0,Entertainment
35.0,0,0,2,1,7.5,43.1,283.8,46.0,1.5,6544.0,3.9,3.3,1016.0,Gaming
34.0,2,8,1,0,5.9,21.8,167.3,16.0,2.5,1327.0,2.5,4.4,590.0,Work
30.0,0,0,6,0,11.2,17.6,223.4,146.0,1.0,669.0,6.2,2.4,1823.0,Education
50.0,1,1,4,1,10.6,47.5,36.5,139.0,3.4,6123.0,2.4,4.1,236.0,Social Media
32.0,0,5,0,1,11.3,16.4,78.6,61.0,1.7,4370.0,1.3,4.9,939.0,Social Media
53.0,1,4,3,1,11.5,39.3,167.8,191.0,3.2,7747.0,6.5,1.5,1346.0,Entertainment
46.0,2,1,5,1,4.0,20.6,79.6,109.0,5.0,2540.0,1.1,0.7,361.0,Social Media
56.0,0,4,3,0,4.5,1.9,149.0,25.0,2.7,4827.0,1.1,0.8,362.0,Gaming
54.0,0,7,0,1,11.7,21.6,143.2,55.0,3.4,4023.0,6.3,1.3,1656.0,Gaming
55.0,0,0,4,1,10.8,46.0,20.8,37.0,4.0,2232.0,1.0,2.0,191.0,Entertainment
55.0,0,6,0,0,2.9,17.9,12.6,28.0,2.4,5844.0,7.3,2.9,1512.0,Social Media
53.0,1,4,8,0,11.4,3.6,196.3,11.0,5.4,346.0,2.6,0.3,1078.0,Social Media
44.0,2,9,9,1,4.6,9.6,239.9,91.0,1.4,6773.0,4.1,2.7,535.0,Entertainment
30.0,2,9,8,1,11.7,34.4,9.5,115.0,3.3,892.0,5.9,4.2,1639.0,Education
54.0,0,6,1,1,7.2,23.3,128.5,24.0,4.9,4910.0,2.6,2.1,1880.0,Gaming
20.0,0,9,9,1,5.3,22.3,196.6,18.0,5.3,108.0,3.6,1.3,390.0,Entertainment
49.0,0,3,7,0,6.6,23.5,203.0,199.0,4.4,4380.0,2.2,4.8,1866.0,Gaming
32.0,0,6,3,1,5.9,6.0,234.2,121.0,5.5,5403.0,0.8,2.1,631.0,Education
39.0,0,3,4,0,11.4,17.4,29.6,66.0,5.1,9783.0,4.8,0.3,995.0,Entertainment
58.0,1,2,4,0,3.8,28.0,190.5,99.0,3.9,1943.0,7.4,0.9,524.0,Work
33.0,0,5,0,0,7.7,18.7,189.4,109.0,1.8,8766.0,5.1,1.6,1212.0,Gaming
37.0,0,2,1,1,7.8,13.2,190.0,31.0,5.1,7441.0,3.4,0.3,705.0,Entertainment
42.0,0,3,4,0,5.4,48.3,280.7,23.0,3.5,8797.0,6.3,1.3,1786.0,Work
28.0,2,6,4,0,9.1,25.4,128.5,43.0,2.5,8489.0,7.6,1.3,1664.0,Gaming
56.0,0,1,3,0,2.5,6.0,173.2,42.0,5.6,5271.0,6.8,2.9,829.0,Entertainment
50.0,2,7,0,1,4.6,18.2,216.6,191.0,2.4,6884.0,6.9,4.4,1998.0,Education
35.0,2,0,9,1,1.6,22.1,28.6,190.0,2.8,7460.0,4.4,4.8,1960.0,Work
49.0,2,1,4,1,7.5,46.3,107.6,154.0,3.3,2252.0,5.9,3.7,331.0,Education
21.0,0,6,1,1,4.6,28.4,99.4,103.0,0.9,1233.0,4.6,1.1,1317.0,Gaming
38.0,1,1,8,1,3.2,25.2,66.9,121.0,1.1,8121.0,1.6,3.4,1469.0,Entertainment
52.0,2,6,6,0,9.5,9.5,174.6,86.0,0.7,5434.0,6.8,3.1,1012.0,Entertainment
58.0,2,4,7,1,5.7,10.2,265.4,125.0,3.9,4095.0,7.8,4.0,1418.0,Entertainment
21.0,2,2,1,0,8.8,47.9,46.6,73.0,1.0,2018.0,4.8,2.4,119.0,Education
17.0,1,9,4,1,4.8,33.8,12.4,86.0,2.4,4220.0,4.2,1.2,1524.0,Social Media
21.0,1,6,4,1,11.6,23.3,100.6,13.0,2.6,8849.0,5.4,0.1,327.0,Gaming
27.0,0,0,1,1,10.3,3.3,117.3,123.0,1.7,6088.0,6.9,3.8,1388.0,Work
35.0,2,7,4,0,7.4,10.7,219.6,76.0,1.0,7666.0,5.5,2.5,1563.0,Work
58.0,1,7,9,1,2.5,26.2,119.4,138.0,1.6,2361.0,3.4,2.0,572.0,Education
19.0,2,9,8,1,9.5,36.6,223.8,34.0,5.3,3685.0,2.0,0.1,1092.0,Social Media
17.0,1,8,9,0,6.5,33.8,214.7,40.0,1.7,2733.0,3.1,4.4,229.0,Social Media
51.0,2,1,7,0,3.0,13.2,141.3,130.0,2.9,2055.0,3.2,4.8,781.0,Education
50.0,0,1,3,1,5.2,38.2,180.7,95.0,2.2,2231.0,2.7,1.8,1691.0,Social Media
52.0,1,1,9,0,11.3,34.8,63.6,52.0,2.3,270.0,4.8,3.7,1891.0,Gaming
19.0,2,7,2,0,9.6,40.5,5.7,13.0,5.3,1440.0,5.4,1.2,1808.0,Social Media
44.0,2,4,3,0,10.5,10.5,44.2,34.0,4.9,5127.0,3.0,4.9,1542.0,Education
52.0,2,4,4,1,5.3,18.9,179.1,83.0,4.0,9700.0,4.2,4.8,596.0,Social Media
47.0,1,9,7,0,10.8,7.1,260.0,111.0,0.6,6423.0,5.2,3.3,1346.0,Work
48.0,2,1,9,0,11.1,25.3,11.1,123.0,2.9,3183.0,6.8,2.7,222.0,Gaming
60.0,0,1,4,1,7.4,43.3,44.4,121.0,1.9,2644.0,2.6,4.5,941.0,Social Media
60.0,2,1,4,1,6.3,12.5,277.4,82.0,5.3,4728.0,4.5,2.6,1237.0,Work
60.0,2,0,1,1,2.2,2.7,289.4,152.0,1.3,1658.0,7.2,2.4,310.0,Entertainment
22.0,1,1,6,1,3.8,33.3,162.0,104.0,0.8,3717.0,1.2,2.5,258.0,Social Media
57.0,2,1,7,0,10.9,10.2,282.0,27.0,1.0,7920.0,4.3,4.3,1209.0,Social Media
55.0,1,7,9,1,9.4,44.6,105.8,83.0,2.1,6577.0,6.4,3.5,1302.0,Gaming
15.0,1,7,2,0,1.7,38.8,114.5,164.0,2.0,7945.0,1.5,4.7,1965.0,Social Media
17.0,1,6,5,0,10.2,15.4,22.6,47.0,3.2,2373.0,4.4,2.9,1751.0,Gaming
21.0,1,0,2,0,5.2,38.6,256.8,79.0,2.5,8420.0,5.2,4.5,661.0,Entertainment
51.0,1,8,8,0,11.2,13.8,218.5,117.0,0.8,3796.0,1.3,1.4,436.0,Work
16.0,0,5,8,0,4.5,9.7,207.6,188.0,1.7,9777.0,2.4,3.2,1864.0,Work
38.0,1,2,2,0,6.3,2.9,174.6,181.0,2.3,3065.0,5.8,2.5,187.0,Education
59.0,0,8,6,1,7.7,10.8,135.7,164.0,4.4,8654.0,1.3,1.3,1879.0,Education
17.0,2,8,2,1,2.7,33.6,82.2,33.0,1.2,4740.0,6.5,4.3,302.0,Entertainment
48.0,0,9,4,0,9.5,46.0,182.2,43.0,4.3,4360.0,3.0,0.3,1106.0,Entertainment
40.0,1,1,6,0,9.0,14.8,176.3,124.0,2.0,9648.0,5.5,2.0,1826.0,Gaming
15.0,1,3,8,0,7.9,14.9,286.8,133.0,5.7,6467.0,3.4,2.6,113.0,Education
48.0,2,7,4,1,6.7,47.5,257.2,66.0,3.5,4684.0,1.9,4.3,276.0,Social Media
22.0,2,1,8,0,10.3,13.9,84.8,80.0,2.0,2648.0,1.8,2.2,108.0,Gaming
33.0,2,1,2,0,2.4,37.2,200.4,186.0,0.6,649.0,7.8,2.7,1255.0,Social Media
41.0,1,2,8,0,5.4,13.2,193.3,86.0,5.2,1532.0,2.2,2.2,747.0,Entertainment
24.0,0,1,3,1,10.7,33.8,249.8,194.0,4.8,7645.0,0.8,4.5,400.0,Gaming
44.0,1,1,0,1,6.2,19.8,43.8,159.0,2.7,3657.0,2.7,2.7,623.0,Work
54.0,1,2,8,1,7.9,39.3,246.7,76.0,2.9,5627.0,5.0,1.8,1051.0,Gaming
42.0,0,5,7,0,9.5,25.0,121.5,152.0,1.3,420.0,6.8,2.1,124.0,Work
27.0,0,4,4,1,10.1,34.7,257.3,17.0,4.8,2035.0,6.6,0.3,1064.0,Work
47.0,1,9,1,1,4.1,31.2,46.0,190.0,2.1,652.0,1.5,1.1,1365.0,Social Media
18.0,1,0,8,1,11.4,7.2,206.2,134.0,4.4,9133.0,2.3,4.5,1304.0,Gaming
42.0,1,6,4,1,1.9,48.7,76.7,20.0,4.9,2960.0,7.4,0.9,626.0,Work
44.0,1,1,6,0,10.2,21.2,171.3,90.0,5.3,9922.0,1.6,0.9,1865.0,Social Media
25.0,1,2,5,0,2.2,45.7,102.4,93.0,3.7,8815.0,5.5,2.0,1228.0,Social Media
29.0,2,0,0,1,8.8,22.9,77.0,166.0,4.7,3383.0,6.4,4.7,1569.0,Gaming
45.0,0,3,2,1,8.4,10.3,296.4,120.0,1.2,2042.0,2.6,1.1,1796.0,Education
48.0,2,9,1,1,5.9,45.3,13.9,21.0,4.6,3650.0,6.7,4.3,623.0,Work
53.0,2,3,6,0,9.3,3.0,246.7,23.0,3.7,6511.0,1.8,0.7,751.0,Entertainment
17.0,0,1,4,1,3.8,2.4,296.7,87.0,5.7,543.0,5.1,1.7,842.0,Entertainment
57.0,1,3,0,1,5.9,34.9,149.6,37.0,2.0,9041.0,2.5,2.0,787.0,Education
34.0,1,7,6,0,10.4,42.9,217.7,62.0,1.5,4715.0,7.1,0.1,1010.0,Work
21.0,0,2,5,1,11.0,28.7,223.3,151.0,4.7,2597.0,7.9,3.9,1318.0,Entertainment
31.0,1,9,8,0,1.2,12.0,297.8,107.0,3.1,3584.0,1.5,4.8,1722.0,Gaming
28.0,2,1,1,1,6.5,7.3,38.4,49.0,4.0,1975.0,6.8,0.8,1617.0,Entertainment
22.0,2,9,7,0,11.8,42.9,284.4,165.0,0.8,2874.0,2.2,3.4,779.0,Work
41.0,2,1,8,0,5.8,37.5,220.3,154.0,0.7,1188.0,1.3,0.3,655.0,Gaming
29.0,0,8,1,1,10.0,11.3,212.1,24.0,1.0,6311.0,5.3,3.7,1032.0,Entertainment
48.0,0,4,8,0,4.5,49.6,280.6,143.0,3.5,5536.0,2.3,1.9,126.0,Social Media
60.0,2,6,9,0,5.9,34.7,280.4,165.0,3.1,1431.0,3.8,1.6,1500.0,Gaming
32.0,1,4,5,1,8.7,46.0,196.7,144.0,3.6,2781.0,0.9,1.7,953.0,Gaming
39.0,0,0,3,0,11.1,25.3,116.6,79.0,1.4,8748.0,6.1,3.4,1726.0,Work
55.0,0,8,9,1,1.7,29.2,286.8,199.0,4.8,1413.0,4.9,1.9,620.0,Social Media
18.0,1,9,7,1,2.0,21.4,118.3,195.0,2.2,8432.0,1.5,4.4,1158.0,Social Media
47.0,2,9,9,1,9.9,34.5,52.0,65.0,5.0,5601.0,2.9,2.9,219.0,Education
57.0,2,9,6,1,5.0,22.6,123.6,14.0,5.7,3600.0,7.1,1.3,1747.0,Entertainment
43.0,2,3,8,0,7.8,43.9,98.6,46.0,5.2,8911.0,1.4,1.3,206.0,Gaming
52.0,1,6,8,1,7.5,2.5,297.4,47.0,1.7,3932.0,1.9,0.7,108.0,Work
32.0,0,5,3,0,8.6,39.2,228.2,37.0,3.4,6050.0,6.3,3.0,866.0,Entertainment
50.0,1,4,5,1,7.1,26.6,114.7,84.0,5.8,2330.0,2.9,3.3,1476.0,Education
18.0,1,9,1,1,6.9,19.4,113.4,159.0,3.8,2399.0,4.9,2.2,912.0,Education
